観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),今日の最大値(m/s),今日の最大値の品質情報,今日の最大値観測時の風向,今日の最大値観測時の風向の品質情報,今日の最大値起時（時）,今日の最大値起時（分）,今日の最大値起時の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(m/s),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値観測時の風向,昨日までの観測史上1位の値観測時の風向の品質情報,昨日までの観測史上1位の値観測時の年,昨日までの観測史上1位の値観測時の月,昨日までの観測史上1位の値観測時の日,昨日までの8月の1位の値(m/s),昨日までの8月の1位の値の品質情報,昨日までの8月の1位の値観測時の風向,昨日までの8月の1位の値観測時の風向の品質情報,昨日までの8月の1位の値観測時の年,昨日までの8月の1位の値観測時の月,昨日までの8月の1位の値観測時の日,統計開始年
91197,沖縄県,那覇（ナハ）,47936,2022,08,10,17,00,5.4,4,東南東,4,12,57,4,,,49.5,8,東北東,8,1949,06,20,42.5,8,北北東,8,1941,08,07,1927
91236,沖縄県,安次嶺（アシミネ）,,2022,08,10,17,00,4.4,4,東南東,4,12,01,4,,,40.9,8,南南西,8,2011,05,28,32,8,北北西,8,2003,08,07,2003
91241,沖縄県,糸数（イトカズ）,,2022,08,10,17,00,4.8,4,南東,4,00,23,4,,,38,8,北東,8,1991,09,13,32,8,東北東,8,1997,08,17,1977
92006,沖縄県,北大東（キタダイトウ）,,2022,08,10,17,00,5.6,4,東北東,4,07,05,4,,,39.1,8,南東,8,2009,10,07,32.3,8,北北東,8,2014,08,07,2003
92011,沖縄県,南大東（ミナミダイトウ）（南大東島（ミナミダイトウジマ））,47945,2022,08,10,17,00,4.7,4,東南東,4,13,28,4,,,43.5,8,南南東,8,1958,09,15,38.8,8,南南東,8,2000,08,06,1947
92012,沖縄県,旧東（キュウトウ）,,2022,08,10,17,00,3.3,4,東北東,4,10,00,4,,,32.8,8,東南東,8,2009,10,06,31.6,8,北,8,2014,08,07,2003
93012,沖縄県,下地島（シモジシマ）,,2022,08,10,17,00,5.8,4,東,4,13,08,4,,,49,8,北西,8,2003,09,11,34,8,東南東,8,2004,08,24,2003
93041,沖縄県,宮古島（ミヤコジマ）,47927,2022,08,10,17,00,4.9,4,東北東,4,12,53,4,,,60.8,8,北東,8,1966,09,05,36.0,8,西南西,8,1956,08,01,1937
93042,沖縄県,鏡原（カガミハラ）,,2022,08,10,17,00,5.4,4,東,4,12,19,4,,,42,4,南西,4,2003,09,11,31,8,東南東,8,2004,08,24,2003
93062,沖縄県,仲筋（ナカスジ）,,2022,08,10,17,00,4.8,4,南南東,4,13,13,4,,,40,8,南,8,2006,09,16,35.1,8,南,8,2015,08,24,2003
94001,沖縄県,伊原間（イバルマ）,,2022,08,10,17,00,3.4,4,東南東,4,11,14,4,,,37.4,8,南西,8,2015,08,23,37.4,8,南西,8,2015,08,23,1977
94011,沖縄県,所野（トコロノ）,,2022,08,10,17,00,4.5,4,北北西,4,16,04,4,,,42.6,8,東,8,2015,09,28,32.9,8,東北東,8,2015,08,08,2003
94017,沖縄県,与那国島（ヨナグニジマ）,47912,2022,08,10,17,00,4.3,4,南東,4,14,25,4,,,54.6,8,南東,8,2015,09,28,47.8,8,東,8,1965,08,18,1956
94062,沖縄県,西表島（イリオモテジマ）,47917,2022,08,10,17,00,4.5,4,南南西,4,11,19,4,,,42.0,8,北東,8,1982,08,09,42.0,8,北東,8,1982,08,09,1972
94081,沖縄県,石垣島（イシガキジマ）,47918,2022,08,10,17,00,4.9,4,南東,4,15,19,4,,,53.0,8,南東,8,1977,07,31,47.9,8,南西,8,2015,08,23,1897
94086,沖縄県,盛山（モリヤマ）,,2022,08,10,17,00,4.6,4,東,4,11,33,4,,,44.9,8,南西,8,2015,08,23,44.9,8,南西,8,2015,08,23,2013
94101,沖縄県,大原（オオハラ）,,2022,08,10,17,00,3.4,4,南南東,4,14,34,4,,,44.3,8,南東,8,2010,09,19,38.8,8,東,8,2015,08,23,1978
94116,沖縄県,波照間（ハテルマ）,,2022,08,10,17,00,3.6,4,南東,4,13,48,4,,,42.6,4,南南東,4,2010,09,19,34.9,8,東,8,2015,08,23,1979
